2022-02-02 00:39:18,401 | itj_planning | INFO | planning.run.py started with args: Namespace(buffers_for_free_motions=False, debug=False, design_dir='210419_HyparHut', diagnosis=False, draw_mp_exploration=False, load_external_movements=True, low_res=False, movement_id=None, mp_algorithm='birrt', problem='Shelter_process.json', problem_subdir='.', quiet=False, reachable_range=[0.2, 2.4], reinit_tool=True, rrt_iterations=400, seq_n=None, smooth=True, solve_mode='nonlinear', solve_timeout=3600.0, step_sim=False, viewer=False, watch=False, write=True)
2022-02-02 01:14:42,510 | itj_planning | INFO | [32m#9 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 01:14:51,291 | itj_planning | INFO | ---
2022-02-02 01:14:51,291 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:14:51,307 | itj_planning | INFO | A plan has been found for (seq_n=8) beam id b8!
2022-02-02 01:14:51,307 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 01:14:51,307 | itj_planning | INFO | --------------------
2022-02-02 01:14:51,307 | itj_planning | INFO | ##########
2022-02-02 01:14:51,307 | itj_planning | INFO | Beam b9 | nonlinear | Trail #0 | time 0.00
2022-02-02 01:15:02,451 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A95_M1, Free Move to reorient Beam ('b9'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 01:15:29,199 | itj_planning | INFO | ---
2022-02-02 01:15:29,199 | itj_planning | INFO | [32m#50 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 01:15:37,992 | itj_planning | INFO | ---
2022-02-02 01:15:37,992 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:18:19,124 | itj_planning | INFO | ---
2022-02-02 01:18:19,124 | itj_planning | INFO | [32m#7 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 01:18:27,962 | itj_planning | INFO | ---
2022-02-02 01:18:27,962 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:18:27,962 | itj_planning | INFO | A plan has been found for (seq_n=9) beam id b9!
2022-02-02 01:18:27,962 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 01:18:27,962 | itj_planning | INFO | --------------------
2022-02-02 01:18:27,962 | itj_planning | INFO | ##########
2022-02-02 01:18:27,962 | itj_planning | INFO | Beam b10 | nonlinear | Trail #0 | time 0.00
2022-02-02 01:18:41,318 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A107_M1, Free Move to reorient Beam ('b10'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 01:19:54,102 | itj_planning | INFO | ---
2022-02-02 01:19:54,102 | itj_planning | INFO | [32m#71 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 01:20:03,150 | itj_planning | INFO | ---
2022-02-02 01:20:03,150 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:24:31,615 | itj_planning | INFO | ---
2022-02-02 01:24:31,615 | itj_planning | INFO | [32m#9 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 01:24:40,317 | itj_planning | INFO | ---
2022-02-02 01:24:40,317 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:24:40,317 | itj_planning | INFO | A plan has been found for (seq_n=10) beam id b10!
2022-02-02 01:24:40,318 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 01:24:40,318 | itj_planning | INFO | --------------------
2022-02-02 01:24:40,319 | itj_planning | INFO | ##########
2022-02-02 01:24:40,319 | itj_planning | INFO | Beam b11 | nonlinear | Trail #0 | time 0.00
2022-02-02 01:24:56,562 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A123_M1, Free Move to reorient Beam ('b11'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 01:26:06,172 | itj_planning | INFO | ---
2022-02-02 01:26:06,172 | itj_planning | INFO | [32m#50 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 01:26:15,106 | itj_planning | INFO | ---
2022-02-02 01:26:15,106 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:29:11,303 | itj_planning | INFO | ---
2022-02-02 01:29:11,303 | itj_planning | INFO | [32m#7 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 01:29:21,245 | itj_planning | INFO | ---
2022-02-02 01:29:21,245 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:29:21,245 | itj_planning | INFO | A plan has been found for (seq_n=11) beam id b11!
2022-02-02 01:29:21,245 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 01:29:21,245 | itj_planning | INFO | --------------------
2022-02-02 01:29:21,245 | itj_planning | INFO | ##########
2022-02-02 01:29:21,245 | itj_planning | INFO | Beam b12 | nonlinear | Trail #0 | time 0.00
2022-02-02 01:29:35,367 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A135_M1, Free Move to reorient Beam ('b12'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 01:30:18,330 | itj_planning | INFO | ---
2022-02-02 01:30:18,330 | itj_planning | INFO | [32m#70 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 01:30:27,345 | itj_planning | INFO | ---
2022-02-02 01:30:27,345 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:34:18,603 | itj_planning | INFO | ---
2022-02-02 01:34:18,603 | itj_planning | INFO | [32m#9 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 01:34:27,756 | itj_planning | INFO | ---
2022-02-02 01:34:27,756 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:34:27,756 | itj_planning | INFO | A plan has been found for (seq_n=12) beam id b12!
2022-02-02 01:34:27,756 | itj_planning | INFO | [32mReturn success: True[0m
2022-02-02 01:34:27,756 | itj_planning | INFO | --------------------
2022-02-02 01:34:27,756 | itj_planning | INFO | ##########
2022-02-02 01:34:27,756 | itj_planning | INFO | Beam b13 | nonlinear | Trail #0 | time 0.00
2022-02-02 01:34:31,924 | itj_planning | ERROR | No linear movement found for RoboticLinearMovement(#A154_M2, Linear retract after picking up Screwdriver ('s4'), traj 0).
2022-02-02 01:34:31,940 | itj_planning | INFO | No plan found for A154_M2 after 1 attempts. RoboticLinearMovement(#A154_M2, Linear retract after picking up Screwdriver ('s4'), traj 0)
2022-02-02 01:34:31,940 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 2 for (seq_n=13) beam b13!
2022-02-02 01:34:31,940 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 01:34:33,463 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 01:34:36,322 | itj_planning | INFO | ##########
2022-02-02 01:34:36,322 | itj_planning | INFO | Beam b13 | nonlinear | Trail #1 | time 8.57
2022-02-02 01:34:44,900 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A147_M0, Free Move for Toolchanger to approach Storage Frame of SL1_G200 ('s4'), to pick tool from storage., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 01:34:52,108 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A151_M1, Free Move to reorient Beam ('b13'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 01:36:37,091 | itj_planning | ERROR | No free movement found for RoboticFreeMovement(#A153_M0, Free Move to bring Beam ('b13') to assemble_approach position on structure., traj 0).
2022-02-02 01:36:37,091 | itj_planning | INFO | No plan found for A153_M0 after 1 attempts. RoboticFreeMovement(#A153_M0, Free Move to bring Beam ('b13') to assemble_approach position on structure., traj 0)
2022-02-02 01:36:37,091 | itj_planning | INFO | A plan NOT found using nonlinear planning at stage 4 for (seq_n=13) beam b13!
2022-02-02 01:36:37,091 | itj_planning | INFO | [31mReturn success: False[0m
2022-02-02 01:36:38,626 | itj_planning | INFO | [34mProcess json parsed from c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\Shelter_process.json[0m
2022-02-02 01:36:41,580 | itj_planning | INFO | ##########
2022-02-02 01:36:41,580 | itj_planning | INFO | Beam b13 | nonlinear | Trail #2 | time 133.82
2022-02-02 01:36:48,956 | itj_planning | INFO | FreeMovement: Robot start conf is NOT specified in RoboticFreeMovement(#A147_M0, Free Move for Toolchanger to approach Storage Frame of SL1_G200 ('s4'), to pick tool from storage., traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 01:36:58,910 | itj_planning | INFO | FreeMovement: Robot end conf is NOT specified in RoboticFreeMovement(#A151_M1, Free Move to reorient Beam ('b13'), traj 0), we will sample an IK conf based on the given t0cp frame.
2022-02-02 01:38:00,596 | itj_planning | INFO | ---
2022-02-02 01:38:00,596 | itj_planning | INFO | [32m#51 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\movements[0m
2022-02-02 01:38:08,336 | itj_planning | INFO | ---
2022-02-02 01:38:08,336 | itj_planning | INFO | [32mProcess written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\Shelter_process.json[0m
2022-02-02 01:40:21,636 | itj_planning | INFO | ---
2022-02-02 01:40:21,636 | itj_planning | INFO | [32m#7 movements written to c:\users\leungp\documents\github\integral_timber_joints\external\itj_design_study\210419_HyparHut\results\smoothed_movements[0m
2022-02-02 01:40:29,490 | itj_planning | INFO | ---
