2022-06-09 00:42:33,389 | itj_planning | INFO | planning.statistics.py started with args: Namespace(debug=False, design_dir='220407_CantiBoxMid', movement_id=None, no_fk=False, problem='CantiBoxMid_process', problem_subdir='results')
2022-06-09 00:42:50,264 | itj_planning | INFO | # 125   A28_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-06-09 00:42:50,311 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:42:50,327 | itj_planning | INFO | # 126   A28_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-06-09 00:42:50,343 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:42:50,343 | itj_planning | INFO | # 129   A28_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-06-09 00:42:50,374 | itj_planning | INFO |                    8   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:42:50,374 | itj_planning | INFO | # 131   A29_M0  F  Free Move for Toolchanger to approach CL3 ('c1'), to get clamp from storage.
2022-06-09 00:42:50,717 | itj_planning | INFO |                    101 TrajPts, 3711.7 mm Flange Distance
2022-06-09 00:42:50,717 | itj_planning | INFO | # 132   A29_M1  L  Toolchanger Advance to dock with CL3 ('c1').
2022-06-09 00:42:50,733 | itj_planning | INFO |                    6   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:42:50,749 | itj_planning | INFO | # 136   A29_M5  L  Linear Retract 1 from Storage Frame of CL3 ('c1').
2022-06-09 00:42:50,764 | itj_planning | INFO |                    4   TrajPts, 30.0 mm Flange Distance
2022-06-09 00:42:50,764 | itj_planning | INFO | # 137   A29_M6  L  Linear Retract 2 from Storage Frame of CL3 ('c1'). (Faster)
2022-06-09 00:42:50,842 | itj_planning | INFO |                    22  TrajPts, 200.0 mm Flange Distance
2022-06-09 00:42:50,842 | itj_planning | INFO | # 138   A30_M0  F  Free Move to bring CL3 ('c1') to structure.
2022-06-09 00:42:51,280 | itj_planning | INFO |                    130 TrajPts, 4286.4 mm Flange Distance
2022-06-09 00:42:51,295 | itj_planning | INFO | # 140   A30_M2  L  Linear Approach 1 of 2 to attach CL3 ('c1') to structure.
2022-06-09 00:42:51,343 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:42:51,343 | itj_planning | INFO | # 141   A30_M3  L  Linear Approach 2 of 2 to attach CL3 ('c1') to structure.
2022-06-09 00:42:51,358 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:42:51,358 | itj_planning | INFO | # 144   A30_M6  L  Linear Retract after attaching CL3 ('c1') on structure
2022-06-09 00:42:51,374 | itj_planning | INFO |                    7   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:42:51,389 | itj_planning | INFO | # 146   A31_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:42:51,874 | itj_planning | INFO |                    145 TrajPts, 7978.8 mm Flange Distance
2022-06-09 00:42:51,874 | itj_planning | INFO | # 147   A31_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:42:51,905 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:42:51,905 | itj_planning | INFO | # 149   A31_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-09 00:42:51,999 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:42:51,999 | itj_planning | INFO | # 150   A32_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b4')
2022-06-09 00:42:52,452 | itj_planning | INFO |                    126 TrajPts, 6134.3 mm Flange Distance
2022-06-09 00:42:52,452 | itj_planning | INFO | # 152   A32_M2  L  Linear Advance to Storage Frame of Beam ('b4')
2022-06-09 00:42:52,499 | itj_planning | INFO |                    12  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:42:52,499 | itj_planning | INFO | # 155   A32_M5  L  Linear Retract after picking up Beam ('b4')
2022-06-09 00:42:52,577 | itj_planning | INFO |                    19  TrajPts, 170.0 mm Flange Distance
2022-06-09 00:42:52,577 | itj_planning | INFO | # 156   A33_M0  F  Free Move to bring Beam ('b4') to approach clamps on structure.
2022-06-09 00:42:53,358 | itj_planning | INFO |                    220 TrajPts, 10263.4 mm Flange Distance
2022-06-09 00:42:53,358 | itj_planning | INFO | # 157   A33_M1  L  Linear Advance to bring Beam ('b4') into clamp jaws
2022-06-09 00:42:53,405 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:42:53,405 | itj_planning | INFO | # 159   A33_M3  L  Robot and Clamps (['c1', 'c4']) syncronously move to clamp Beam ('b4')
2022-06-09 00:42:53,499 | itj_planning | INFO |                    25  TrajPts, 111.0 mm Flange Distance
2022-06-09 00:42:53,499 | itj_planning | INFO | # 162   A34_M2  L  Linear retract of Gripper from Beam ('b4')
2022-06-09 00:42:53,545 | itj_planning | INFO |                    12  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:42:53,545 | itj_planning | INFO | # 165   A36_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:42:53,920 | itj_planning | INFO |                    108 TrajPts, 4505.5 mm Flange Distance
2022-06-09 00:42:53,920 | itj_planning | INFO | # 166   A36_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:42:54,030 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:42:54,030 | itj_planning | INFO | # 168   A36_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-09 00:42:54,046 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:42:54,046 | itj_planning | INFO | # 169   A37_M0  F  Free Move to reach CL3M ('c4') to detach it from structure.
2022-06-09 00:42:54,530 | itj_planning | INFO |                    139 TrajPts, 3300.8 mm Flange Distance
2022-06-09 00:42:54,530 | itj_planning | INFO | # 171   A37_M2  L  Linear Advance to dock toolchanger of CL3M ('c4').
2022-06-09 00:42:54,561 | itj_planning | INFO |                    8   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:42:54,561 | itj_planning | INFO | # 175   A37_M6  L  Linear Retract 1 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-09 00:42:54,577 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:42:54,577 | itj_planning | INFO | # 176   A37_M7  L  Linear Retract 2 of 2 to storage after picking up CL3M ('c4') from structure.
2022-06-09 00:42:54,624 | itj_planning | INFO |                    13  TrajPts, 100.0 mm Flange Distance
2022-06-09 00:42:54,624 | itj_planning | INFO | # 178   A38_M0  F  Free Move to bring CL3M ('c4') to structure.
2022-06-09 00:42:55,124 | itj_planning | INFO |                    148 TrajPts, 6905.0 mm Flange Distance
2022-06-09 00:42:55,124 | itj_planning | INFO | # 180   A38_M2  L  Linear Approach 1 of 2 to attach CL3M ('c4') to structure.
2022-06-09 00:42:55,170 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:42:55,170 | itj_planning | INFO | # 181   A38_M3  L  Linear Approach 2 of 2 to attach CL3M ('c4') to structure.
2022-06-09 00:42:55,186 | itj_planning | INFO |                    4   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:42:55,202 | itj_planning | INFO | # 184   A38_M6  L  Linear Retract after attaching CL3M ('c4') on structure
2022-06-09 00:42:55,217 | itj_planning | INFO |                    6   TrajPts, 50.0 mm Flange Distance
2022-06-09 00:42:55,217 | itj_planning | INFO | # 186   A39_M0  F  Free Move reach Storage Approach Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:42:55,865 | itj_planning | INFO |                    185 TrajPts, 8546.3 mm Flange Distance
2022-06-09 00:42:55,866 | itj_planning | INFO | # 187   A39_M1  L  Linear Advance to Storage Frame of PG1500 ('g3'), to get tool.
2022-06-09 00:42:55,879 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:42:55,879 | itj_planning | INFO | # 189   A39_M3  L  Linear Retract after getting PG1500 ('g3') from storage.
2022-06-09 00:42:55,983 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:42:55,983 | itj_planning | INFO | # 190   A40_M0  F  Free Move to reach Pickup Approach Frame of Beam ('b5')
2022-06-09 00:42:56,421 | itj_planning | INFO |                    130 TrajPts, 6348.8 mm Flange Distance
2022-06-09 00:42:56,421 | itj_planning | INFO | # 192   A40_M2  L  Linear Advance to Storage Frame of Beam ('b5')
2022-06-09 00:42:56,467 | itj_planning | INFO |                    12  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:42:56,467 | itj_planning | INFO | # 195   A40_M5  L  Linear Retract after picking up Beam ('b5')
2022-06-09 00:42:56,545 | itj_planning | INFO |                    19  TrajPts, 170.0 mm Flange Distance
2022-06-09 00:42:56,545 | itj_planning | INFO | # 196   A41_M0  F  Free Move to bring Beam ('b5') to approach clamps on structure.
2022-06-09 00:42:57,014 | itj_planning | INFO |                    136 TrajPts, 7554.3 mm Flange Distance
2022-06-09 00:42:57,014 | itj_planning | INFO | # 197   A41_M1  L  Linear Advance to bring Beam ('b5') into clamp jaws
2022-06-09 00:42:57,061 | itj_planning | INFO |                    13  TrajPts, 101.0 mm Flange Distance
2022-06-09 00:42:57,061 | itj_planning | INFO | # 199   A41_M3  L  Robot and Clamps (['c4']) syncronously move to clamp Beam ('b5')
2022-06-09 00:42:57,155 | itj_planning | INFO |                    25  TrajPts, 111.0 mm Flange Distance
2022-06-09 00:42:57,155 | itj_planning | INFO | # 206   A46_M2  L  Linear retract of Gripper from Beam ('b5')
2022-06-09 00:42:57,202 | itj_planning | INFO |                    12  TrajPts, 105.0 mm Flange Distance
2022-06-09 00:42:57,202 | itj_planning | INFO | # 209   A48_M1  F  Free Move to reach Storage Approach Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:42:57,811 | itj_planning | INFO |                    178 TrajPts, 8986.3 mm Flange Distance
2022-06-09 00:42:57,811 | itj_planning | INFO | # 210   A48_M2  L  Linear Advance to Storage Frame of PG1500 ('g3'), to place tool in storage.
2022-06-09 00:42:57,905 | itj_planning | INFO |                    27  TrajPts, 250.0 mm Flange Distance
2022-06-09 00:42:57,905 | itj_planning | INFO | # 212   A48_M4  L  Linear Retract from storage after placing PG1500 ('g3') in storage
2022-06-09 00:42:57,920 | itj_planning | INFO |                    5   TrajPts, 35.0 mm Flange Distance
2022-06-09 00:42:57,920 | itj_planning | INFO | # 213   A49_M0  F  Free Move to reach CL3 ('c1') to detach it from structure.
2022-06-09 00:42:58,592 | itj_planning | INFO |                    185 TrajPts, 8174.7 mm Flange Distance
2022-06-09 00:42:58,592 | itj_planning | INFO | # 215   A49_M2  L  Linear Advance to dock toolchanger of CL3 ('c1').
2022-06-09 00:42:58,621 | itj_planning | INFO |                    7   TrajPts, 51.0 mm Flange Distance
2022-06-09 00:42:58,623 | itj_planning | INFO | # 219   A49_M6  L  Linear Retract 1 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-09 00:42:58,631 | itj_planning | INFO |                    3   TrajPts, 20.0 mm Flange Distance
2022-06-09 00:42:58,631 | itj_planning | INFO | # 220   A49_M7  L  Linear Retract 2 of 2 to storage after picking up CL3 ('c1') from structure.
2022-06-09 00:42:58,671 | itj_planning | INFO |                    12  TrajPts, 100.0 mm Flange Distance
